step,action,reward,done,state_mean,next_state_mean
35,5,0.0,0,0.4073030352592468,0.4073030352592468
36,3,0.0,0,0.4073030352592468,0.4073027372360229
37,2,0.0,0,0.4073027372360229,0.4073021411895752
38,4,0.0,0,0.4073021411895752,0.4073033630847931
39,4,0.0,0,0.4073033630847931,0.4073048830032348
40,4,0.0,0,0.4073048830032348,0.4073048830032348
41,3,0.0,0,0.4073048830032348,0.4073058068752289
42,1,0.0,0,0.4073058068752289,0.4073070287704468
43,4,0.0,0,0.4073070287704468,0.4073054790496826
44,1,0.0,0,0.4073054790496826,0.4073067009449005
45,3,0.0,0,0.4073067009449005,0.4073051810264587
46,2,0.0,0,0.4073051810264587,0.4073039591312408
47,1,0.0,0,0.4073039591312408,0.4073051810264587
48,2,0.0,0,0.4073051810264587,0.4073039591312408
49,2,0.0,0,0.4073039591312408,0.4072378277778625
50,1,0.0,0,0.4072378277778625,0.4071544408798218
51,1,0.0,0,0.4071544408798218,0.4070698916912079
52,0,0.0,0,0.4070698916912079,0.4069877862930298
53,0,0.0,0,0.4069877862930298,0.4069721698760986
54,5,0.0,0,0.4069721698760986,0.4069721698760986
55,4,0.0,0,0.4069721698760986,0.4069736897945404
56,4,0.0,0,0.4069736897945404,0.4069738388061523
57,2,0.0,0,0.4069738388061523,0.4069735407829284
58,4,0.0,0,0.4069735407829284,0.4069723188877105
59,4,0.0,0,0.4069723188877105,0.4069707989692688
60,2,0.0,0,0.4069707989692688,0.4069706201553345
61,2,0.0,0,0.4069706201553345,0.4069721698760986
62,2,0.0,0,0.4069721698760986,0.4069727659225464
63,4,-1.0,0,0.4069727659225464,0.4069729149341583
64,2,0.0,0,0.4069729149341583,0.4069318771362304
65,4,0.0,0,0.4069318771362304,0.4068905115127563
66,2,0.0,0,0.4068905115127563,0.406850665807724
67,5,0.0,0,0.406850665807724,0.4068100750446319
68,5,0.0,0,0.4068100750446319,0.4068928062915802
69,2,0.0,0,0.4068928062915802,0.406975507736206
70,5,0.0,0,0.406975507736206,0.407058835029602
71,4,0.0,0,0.407058835029602,0.4071428179740906
72,4,0.0,0,0.4071428179740906,0.4071428179740906
73,3,0.0,0,0.4071428179740906,0.4071418642997741
74,5,0.0,0,0.4071418642997741,0.4071412980556488
75,4,0.0,0,0.4071412980556488,0.4071406424045563
76,1,0.0,0,0.4071406424045563,0.4071400463581085
77,2,0.0,0,0.4071400463581085,0.4071400463581085
78,1,0.0,0,0.4071400463581085,0.407090425491333
79,0,0.0,0,0.407090425491333,0.407048761844635
80,3,0.0,0,0.407048761844635,0.4070910215377807
81,0,0.0,0,0.4070910215377807,0.4071323871612549
82,2,0.0,0,0.4071323871612549,0.4072239995002746
83,0,0.0,0,0.4072239995002746,0.4073051810264587
84,5,0.0,0,0.4073051810264587,0.4073058068752289
85,3,0.0,0,0.4073058068752289,0.4073058068752289
86,4,0.0,0,0.4073058068752289,0.4073051810264587
87,4,0.0,0,0.4073051810264587,0.4073054790496826
88,0,0.0,0,0.4073054790496826,0.4073054790496826
89,3,0.0,0,0.4073054790496826,0.4073067009449005
90,5,0.0,0,0.4073067009449005,0.4073064029216766
91,5,0.0,0,0.4073064029216766,0.4073079228401184
92,3,0.0,0,0.4073079228401184,0.4073061048984527
93,3,0.0,0,0.4073061048984527,0.4073054790496826
94,2,0.0,0,0.4073054790496826,0.4073048830032348
95,5,0.0,0,0.4073048830032348,0.4072962701320648
96,2,0.0,0,0.4072962701320648,0.4072558283805847
97,4,0.0,0,0.4072558283805847,0.4071810841560364
98,4,-1.0,0,0.4071810841560364,0.4070910215377807
99,4,0.0,0,0.4070910215377807,0.4070349633693695
